mel_spectrogram_path,video_path
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00261\00048_id02466_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00261\00048_id02466_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00261\00048_id03605_JGZt9DAhBRs_faceswap_id00428_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00261\00048_id03605_JGZt9DAhBRs_faceswap_id00428_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00261\00048_id03605_JGZt9DAhBRs_faceswap_id01216_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00261\00048_id03605_JGZt9DAhBRs_faceswap_id01216_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00261\00048_id03605_JGZt9DAhBRs_faceswap_id03707_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00261\00048_id03605_JGZt9DAhBRs_faceswap_id03707_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00261\00048_id03605_JGZt9DAhBRs_id01217_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00261\00048_id03605_JGZt9DAhBRs_id01217_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00272\00195_id00100_sZ0Ex4WUEgM_id00145_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00272\00195_id00100_sZ0Ex4WUEgM_id00145_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00272\00195_id00231_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00272\00195_id00231_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00291\00052_id00428_Kr7n-68JWww_id00381_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00291\00052_id00428_Kr7n-68JWww_id00381_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00291\00052_id00616_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00291\00052_id00616_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00291\00052_id01005_lJZrqhcRFSA_id00752_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00291\00052_id01005_lJZrqhcRFSA_id00752_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00291\00052_id01005_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00291\00052_id01005_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00291\00052_id01231_XXpYdOHUF-g_id00145_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00291\00052_id01231_XXpYdOHUF-g_id00145_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00291\00052_id01238_VPdv2sexRy0_id00428_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00291\00052_id01238_VPdv2sexRy0_id00428_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00291\00052_id03556_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00291\00052_id03556_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00291\00052_id03696_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00291\00052_id03696_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00291\00052_id03707_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00291\00052_id03707_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00381\00030_id00025_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00381\00030_id00025_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00381\00030_id00231_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00381\00030_id00231_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00381\00030_id00272_VLY1boTtbRM_faceswap_id01225_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00381\00030_id00272_VLY1boTtbRM_faceswap_id01225_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00381\00030_id00272_VLY1boTtbRM_faceswap_id02466_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00381\00030_id00272_VLY1boTtbRM_faceswap_id02466_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00381\00030_id00272_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00381\00030_id00272_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00381\00030_id00458_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00381\00030_id00458_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00381\00030_id00462_EMnGfAq9gg4_id00616_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00381\00030_id00462_EMnGfAq9gg4_id00616_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00383\00171_id00848_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00383\00171_id00848_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00383\00171_id01217_7lVC4xEK_6E_faceswap_id01075_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00383\00171_id01217_7lVC4xEK_6E_faceswap_id01075_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00383\00171_id01217_7lVC4xEK_6E_id01216_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00383\00171_id01217_7lVC4xEK_6E_id01216_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00385\00439_id00261_gYQ5Scz5FnA_id01075_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00385\00439_id00261_gYQ5Scz5FnA_id01075_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00398\00016_id00616_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00398\00016_id00616_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00398\00016_id00618__TwV2SmUIlY_faceswap_id00272_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00398\00016_id00618__TwV2SmUIlY_faceswap_id00272_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00398\00016_id00618__TwV2SmUIlY_faceswap_id01217_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00398\00016_id00618__TwV2SmUIlY_faceswap_id01217_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00398\00016_id00835_zWTp4szbb5k_id00231_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00398\00016_id00835_zWTp4szbb5k_id00231_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00398\00016_id01216_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00398\00016_id01216_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00398\00016_id01223_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00398\00016_id01223_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00398\00016_id01238_VPdv2sexRy0_id00145_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00398\00016_id01238_VPdv2sexRy0_id00145_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00418\00052_0_id01216_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00418\00052_0_id01216_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00418\00052_0_id01223_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00418\00052_0_id01223_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00418\00052_2_id00025_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00418\00052_2_id00025_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00418\00052_3_id01217_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00418\00052_3_id01217_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00418\00052_3_id01245_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00418\00052_3_id01245_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00418\00052_id00025_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00418\00052_id00025_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00418\00052_id00190_oZUSqqG9wu4_id03707_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00418\00052_id00190_oZUSqqG9wu4_id03707_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00418\00052_id00231_Pi8vVHrPQMU_id00231_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00418\00052_id00231_Pi8vVHrPQMU_id00231_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00418\00052_id00462_EMnGfAq9gg4_id00100_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00418\00052_id00462_EMnGfAq9gg4_id00100_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00418\00052_id00835_zWTp4szbb5k_faceswap_id01245_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00418\00052_id00835_zWTp4szbb5k_faceswap_id01245_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00418\00052_id00835_zWTp4szbb5k_faceswap_id03556_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00418\00052_id00835_zWTp4szbb5k_faceswap_id03556_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00418\00052_id00835_zWTp4szbb5k_id01225_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00418\00052_id00835_zWTp4szbb5k_id01225_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00418\00052_id00842__jwlpdZvqus_id01231_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00418\00052_id00842__jwlpdZvqus_id01231_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00418\00052_id01075_MtJUiHspdT0_id00752_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00418\00052_id01075_MtJUiHspdT0_id00752_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00418\00052_id02466_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00418\00052_id02466_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00428\00017_id00291_L_SLT-j82Ms_id00848_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00428\00017_id00291_L_SLT-j82Ms_id00848_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00428\00017_id01075_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00428\00017_id01075_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00428\00017_id01245_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00428\00017_id01245_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00428\00017_id03605_JGZt9DAhBRs_id00383_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00428\00017_id03605_JGZt9DAhBRs_id00383_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00431\00039_id00272_VLY1boTtbRM_id00458_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00431\00039_id00272_VLY1boTtbRM_id00458_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00431\00039_id00418_KSTOz7H0OuQ_id03556_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00431\00039_id00418_KSTOz7H0OuQ_id03556_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00431\00039_id00428_Kr7n-68JWww_id03707_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00431\00039_id00428_Kr7n-68JWww_id03707_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00431\00039_id00752_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00431\00039_id00752_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00431\00039_id00841_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00431\00039_id00841_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00431\00039_id00842__jwlpdZvqus_id01225_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00431\00039_id00842__jwlpdZvqus_id01225_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00431\00039_id00848_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00431\00039_id00848_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00431\00039_id01004_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00431\00039_id01004_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00431\00039_id01216_IRxEWpT_lZs_id01238_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00431\00039_id01216_IRxEWpT_lZs_id01238_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00431\00039_id01217_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00431\00039_id01217_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00431\00039_id01223_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00431\00039_id01223_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00431\00039_id01245_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00431\00039_id01245_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00431\00039_id03696_Kz45DNXKLXI_faceswap_id00616_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00431\00039_id03696_Kz45DNXKLXI_faceswap_id00616_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00431\00039_id03696_Kz45DNXKLXI_faceswap_id01231_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00431\00039_id03696_Kz45DNXKLXI_faceswap_id01231_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00431\00039_id03696_Kz45DNXKLXI_faceswap_id03605_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00431\00039_id03696_Kz45DNXKLXI_faceswap_id03605_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00458\00072_id00190_oZUSqqG9wu4_id00145_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00458\00072_id00190_oZUSqqG9wu4_id00145_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00458\00072_id00428_Kr7n-68JWww_id01216_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00458\00072_id00428_Kr7n-68JWww_id01216_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00458\00072_id00618__TwV2SmUIlY_faceswap_id00752_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00458\00072_id00618__TwV2SmUIlY_faceswap_id00752_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00458\00072_id01075_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00458\00072_id01075_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00458\00072_id01231_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00458\00072_id01231_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00458\00072_id01245_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00458\00072_id01245_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00458\00072_id01248_2y-HnTO8WrQ_id00616_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00458\00072_id01248_2y-HnTO8WrQ_id00616_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00462\00143_id00272_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00462\00143_id00272_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00462\00143_id00381_79zqA0CZh8s_id01227_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00462\00143_id00381_79zqA0CZh8s_id01227_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00462\00143_id00398_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00462\00143_id00398_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00462\00143_id00835_zWTp4szbb5k_faceswap_id00385_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00462\00143_id00835_zWTp4szbb5k_faceswap_id00385_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00462\00143_id00835_zWTp4szbb5k_faceswap_id00848_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00462\00143_id00835_zWTp4szbb5k_faceswap_id00848_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00462\00143_id00835_zWTp4szbb5k_faceswap_id01223_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00462\00143_id00835_zWTp4szbb5k_faceswap_id01223_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00462\00143_id01075_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00462\00143_id01075_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00462\00143_id01217_7lVC4xEK_6E_id00555_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00462\00143_id01217_7lVC4xEK_6E_id00555_wavtolip.mp4
C:\Personal\df\data_preprocessing\fakeavceleb_audio\FakeVideo_FakeAudio\Caucasian (American)\women\id00462\00143_id01227_eNr-P3gIrgo_id00616_wavtolip.png,C:\Personal\df\Data\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00462\00143_id01227_eNr-P3gIrgo_id00616_wavtolip.mp4
